,url
828,/boxscores/202002210MIN.html
829,/boxscores/202002210OKC.html
830,/boxscores/202002210UTA.html
831,/boxscores/202002210LAL.html
832,/boxscores/202002210POR.html
833,/boxscores/202002220LAC.html
834,/boxscores/202002220CHO.html
835,/boxscores/202002220ATL.html
836,/boxscores/202002220CHI.html
837,/boxscores/202002220MIA.html
838,/boxscores/202002220MIL.html
839,/boxscores/202002220UTA.html
840,/boxscores/202002230LAL.html
841,/boxscores/202002230DEN.html
842,/boxscores/202002230TOR.html
843,/boxscores/202002230CHI.html
844,/boxscores/202002230OKC.html
845,/boxscores/202002230GSW.html
846,/boxscores/202002230POR.html
847,/boxscores/202002240CLE.html
848,/boxscores/202002240PHI.html
849,/boxscores/202002240WAS.html
850,/boxscores/202002240BRK.html
851,/boxscores/202002240HOU.html
852,/boxscores/202002240DAL.html
853,/boxscores/202002240UTA.html
854,/boxscores/202002240LAC.html
855,/boxscores/202002250IND.html
856,/boxscores/202002250TOR.html
857,/boxscores/202002250CHI.html
858,/boxscores/202002250DEN.html
859,/boxscores/202002250LAL.html
860,/boxscores/202002250POR.html
861,/boxscores/202002250GSW.html
862,/boxscores/202002260CHO.html
863,/boxscores/202002260CLE.html
864,/boxscores/202002260WAS.html
865,/boxscores/202002260ATL.html
866,/boxscores/202002260MIA.html
867,/boxscores/202002260HOU.html
868,/boxscores/202002260SAS.html
869,/boxscores/202002260PHO.html
870,/boxscores/202002260UTA.html
871,/boxscores/202002270PHI.html
872,/boxscores/202002270IND.html
873,/boxscores/202002270OKC.html
874,/boxscores/202002270GSW.html
875,/boxscores/202002280ORL.html
876,/boxscores/202002280ATL.html
877,/boxscores/202002280TOR.html
878,/boxscores/202002280MEM.html
879,/boxscores/202002280MIA.html
880,/boxscores/202002280MIL.html
881,/boxscores/202002280NOP.html
882,/boxscores/202002280PHO.html
883,/boxscores/202002280UTA.html
884,/boxscores/202002280LAC.html
885,/boxscores/202002290NYK.html
886,/boxscores/202002290ATL.html
887,/boxscores/202002290MIA.html
888,/boxscores/202002290CLE.html
889,/boxscores/202002290MEM.html
890,/boxscores/202002290BOS.html
891,/boxscores/202002290SAS.html
892,/boxscores/202002290PHO.html
893,/boxscores/202003010CHO.html
894,/boxscores/202003010LAC.html
895,/boxscores/202003010MIN.html
896,/boxscores/202003010DEN.html
897,/boxscores/202003010SAC.html
898,/boxscores/202003010NOP.html
899,/boxscores/202003010GSW.html
900,/boxscores/202003020CLE.html
901,/boxscores/202003020NYK.html
902,/boxscores/202003020ORL.html
903,/boxscores/202003020ATL.html
904,/boxscores/202003020MIA.html
905,/boxscores/202003020CHI.html
906,/boxscores/202003020SAS.html
907,/boxscores/202003030CHO.html
908,/boxscores/202003030BOS.html
909,/boxscores/202003030NOP.html
910,/boxscores/202003030OKC.html
911,/boxscores/202003030DEN.html
912,/boxscores/202003030PHO.html
913,/boxscores/202003030LAL.html
914,/boxscores/202003030SAC.html
915,/boxscores/202003040CLE.html
916,/boxscores/202003040DET.html
917,/boxscores/202003040MIL.html
918,/boxscores/202003040BRK.html
919,/boxscores/202003040NYK.html
920,/boxscores/202003040MIA.html
921,/boxscores/202003040MIN.html
922,/boxscores/202003040DAL.html
923,/boxscores/202003040POR.html
924,/boxscores/202003050CHO.html
925,/boxscores/202003050HOU.html
926,/boxscores/202003050SAC.html
927,/boxscores/202003050GSW.html
928,/boxscores/202003060WAS.html
929,/boxscores/202003060BRK.html
930,/boxscores/202003060NYK.html
931,/boxscores/202003060CHI.html
932,/boxscores/202003060MIN.html
933,/boxscores/202003060NOP.html
934,/boxscores/202003060BOS.html
935,/boxscores/202003060DAL.html
936,/boxscores/202003060PHO.html
937,/boxscores/202003060LAL.html
938,/boxscores/202003070CHO.html
939,/boxscores/202003070DET.html
940,/boxscores/202003070CLE.html
941,/boxscores/202003070MEM.html
942,/boxscores/202003070GSW.html
943,/boxscores/202003070POR.html
944,/boxscores/202003080BRK.html
945,/boxscores/202003080MIN.html
946,/boxscores/202003080LAC.html
947,/boxscores/202003080BOS.html
948,/boxscores/202003080PHO.html
949,/boxscores/202003080WAS.html
950,/boxscores/202003080DAL.html
951,/boxscores/202003080HOU.html
952,/boxscores/202003080NYK.html
953,/boxscores/202003080CLE.html
954,/boxscores/202003080SAC.html
955,/boxscores/202003090ATL.html
956,/boxscores/202003090DEN.html
957,/boxscores/202003090UTA.html
958,/boxscores/202003100WAS.html
959,/boxscores/202003100IND.html
960,/boxscores/202003100HOU.html
961,/boxscores/202003100SAS.html
962,/boxscores/202003100MEM.html
963,/boxscores/202003100CHI.html
964,/boxscores/202003100POR.html
965,/boxscores/202003100LAL.html
966,/boxscores/202003100GSW.html
967,/boxscores/202003110PHI.html
968,/boxscores/202003110ATL.html
969,/boxscores/202003110MIA.html
970,/boxscores/202003110DAL.html
971,/boxscores/202007300NOP.html
972,/boxscores/202007300LAL.html
973,/boxscores/202007310BRK.html
974,/boxscores/202007310POR.html
975,/boxscores/202007310WAS.html
976,/boxscores/202007310MIL.html
977,/boxscores/202007310SAS.html
978,/boxscores/202007310DAL.html
979,/boxscores/202008010DEN.html
980,/boxscores/202008010OKC.html
981,/boxscores/202008010LAC.html
982,/boxscores/202008010IND.html
983,/boxscores/202008010TOR.html
984,/boxscores/202008020BRK.html
985,/boxscores/202008020BOS.html
986,/boxscores/202008020MEM.html
987,/boxscores/202008020ORL.html
988,/boxscores/202008020HOU.html
989,/boxscores/202008020PHO.html
990,/boxscores/202008030MIA.html
991,/boxscores/202008030OKC.html
992,/boxscores/202008030WAS.html
993,/boxscores/202008030NOP.html
994,/boxscores/202008030PHI.html
995,/boxscores/202008030UTA.html
996,/boxscores/202008040MIL.html
997,/boxscores/202008040SAC.html
998,/boxscores/202008040LAC.html
999,/boxscores/202008040IND.html
1000,/boxscores/202008040MIA.html
1001,/boxscores/202008040POR.html
1002,/boxscores/202008050UTA.html
1003,/boxscores/202008050SAS.html
1004,/boxscores/202008050WAS.html
1005,/boxscores/202008050LAL.html
1006,/boxscores/202008050ORL.html
1007,/boxscores/202008050BOS.html
1008,/boxscores/202008060SAC.html
1009,/boxscores/202008060MIL.html
1010,/boxscores/202008060PHO.html
1011,/boxscores/202008060DAL.html
1012,/boxscores/202008060DEN.html
1013,/boxscores/202008060HOU.html
1014,/boxscores/202008070SAS.html
1015,/boxscores/202008070MEM.html
1016,/boxscores/202008070BRK.html
1017,/boxscores/202008070PHI.html
1018,/boxscores/202008070NOP.html
1019,/boxscores/202008070TOR.html
1020,/boxscores/202008080POR.html
1021,/boxscores/202008080DEN.html
1022,/boxscores/202008080IND.html
1023,/boxscores/202008080MIA.html
1024,/boxscores/202008080DAL.html
1025,/boxscores/202008090OKC.html
1026,/boxscores/202008090TOR.html
1027,/boxscores/202008090NOP.html
1028,/boxscores/202008090BOS.html
1029,/boxscores/202008090POR.html
1030,/boxscores/202008090SAC.html
1031,/boxscores/202008090LAC.html
1032,/boxscores/202008100PHO.html
1033,/boxscores/202008100UTA.html
1034,/boxscores/202008100MIL.html
1035,/boxscores/202008100MIA.html
1036,/boxscores/202008100LAL.html
1037,/boxscores/202008110ORL.html
1038,/boxscores/202008110SAS.html
1039,/boxscores/202008110PHI.html
1040,/boxscores/202008110MEM.html
1041,/boxscores/202008110DAL.html
1042,/boxscores/202008110SAC.html
1043,/boxscores/202008110WAS.html
1044,/boxscores/202008120HOU.html
1045,/boxscores/202008120PHI.html
1046,/boxscores/202008120OKC.html
1047,/boxscores/202008120DEN.html
1048,/boxscores/202008130BOS.html
1049,/boxscores/202008130LAL.html
1050,/boxscores/202008130MEM.html
1051,/boxscores/202008130PHO.html
1052,/boxscores/202008130UTA.html
1053,/boxscores/202008130BRK.html
1054,/boxscores/202008130ORL.html
1055,/boxscores/202008140TOR.html
1056,/boxscores/202008140IND.html
1057,/boxscores/202008140LAC.html
1058,/boxscores/202008140HOU.html
1059,/boxscores/202008150POR.html
1060,/boxscores/202008170DEN.html
1061,/boxscores/202008170TOR.html
1062,/boxscores/202008170BOS.html
1063,/boxscores/202008170LAC.html
1064,/boxscores/202008180MIL.html
1065,/boxscores/202008180IND.html
1066,/boxscores/202008180HOU.html
1067,/boxscores/202008180LAL.html
1068,/boxscores/202008190TOR.html
1069,/boxscores/202008190DEN.html
1070,/boxscores/202008190BOS.html
1071,/boxscores/202008190LAC.html
1072,/boxscores/202008200IND.html
1073,/boxscores/202008200HOU.html
1074,/boxscores/202008200MIL.html
1075,/boxscores/202008200LAL.html
1076,/boxscores/202008210BRK.html
1077,/boxscores/202008210UTA.html
1078,/boxscores/202008210PHI.html
1079,/boxscores/202008210DAL.html
1080,/boxscores/202008220ORL.html
1081,/boxscores/202008220MIA.html
1082,/boxscores/202008220OKC.html
1083,/boxscores/202008220POR.html
1084,/boxscores/202008230PHI.html
1085,/boxscores/202008230DAL.html
1086,/boxscores/202008230BRK.html
1087,/boxscores/202008230UTA.html
1088,/boxscores/202008240ORL.html
1089,/boxscores/202008240OKC.html
1090,/boxscores/202008240MIA.html
1091,/boxscores/202008240POR.html
1092,/boxscores/202008250DEN.html
1093,/boxscores/202008250LAC.html
1094,/boxscores/202008290MIL.html
1095,/boxscores/202008290HOU.html
1096,/boxscores/202008290LAL.html
1097,/boxscores/202008300TOR.html
1098,/boxscores/202008300DAL.html
1099,/boxscores/202008300UTA.html
1100,/boxscores/202008310MIL.html
1101,/boxscores/202008310OKC.html
1102,/boxscores/202009010TOR.html
1103,/boxscores/202009010DEN.html
1104,/boxscores/202009020MIL.html
1105,/boxscores/202009020HOU.html
1106,/boxscores/202009030BOS.html
1107,/boxscores/202009030LAC.html
1108,/boxscores/202009040MIA.html
1109,/boxscores/202009040LAL.html
1110,/boxscores/202009050BOS.html
1111,/boxscores/202009050LAC.html
1112,/boxscores/202009060MIA.html
1113,/boxscores/202009060LAL.html
1114,/boxscores/202009070TOR.html
1115,/boxscores/202009070DEN.html
1116,/boxscores/202009080MIL.html
1117,/boxscores/202009080HOU.html
1118,/boxscores/202009090BOS.html
1119,/boxscores/202009090DEN.html
1120,/boxscores/202009100HOU.html
1121,/boxscores/202009110LAC.html
1122,/boxscores/202009110TOR.html
1123,/boxscores/202009120LAL.html
1124,/boxscores/202009130DEN.html
1125,/boxscores/202009150BOS.html
1126,/boxscores/202009150LAC.html
1127,/boxscores/202009170BOS.html
1128,/boxscores/202009180LAL.html
1129,/boxscores/202009190MIA.html
1130,/boxscores/202009200LAL.html
1131,/boxscores/202009220DEN.html
1132,/boxscores/202009230MIA.html
1133,/boxscores/202009240DEN.html
1134,/boxscores/202009250BOS.html
1135,/boxscores/202009260LAL.html
1136,/boxscores/202009270MIA.html
1137,/boxscores/202009300LAL.html
1138,/boxscores/202010020LAL.html
1139,/boxscores/202010040MIA.html
1140,/boxscores/202010060MIA.html
1141,/boxscores/202010090LAL.html
1142,/boxscores/202010110MIA.html
1143,/boxscores/202012220BRK.html
1144,/boxscores/202012220LAL.html
1145,/boxscores/202012230CLE.html
1146,/boxscores/202012230IND.html
1147,/boxscores/202012230ORL.html
1148,/boxscores/202012230PHI.html
1149,/boxscores/202012230TOR.html
1150,/boxscores/202012230BOS.html
1151,/boxscores/202012230CHI.html
1152,/boxscores/202012230MEM.html
1153,/boxscores/202012230MIN.html
1154,/boxscores/202012230DEN.html
1155,/boxscores/202012230POR.html
1156,/boxscores/202012230PHO.html
1157,/boxscores/202012250MIA.html
1158,/boxscores/202012250MIL.html
1159,/boxscores/202012250BOS.html
1160,/boxscores/202012250LAL.html
1161,/boxscores/202012250DEN.html
1162,/boxscores/202012260MEM.html
1163,/boxscores/202012260CHO.html
1164,/boxscores/202012260DET.html
1165,/boxscores/202012260WAS.html
1166,/boxscores/202012260NYK.html
1167,/boxscores/202012260CHI.html
1168,/boxscores/202012260SAS.html
1169,/boxscores/202012260UTA.html
1170,/boxscores/202012260POR.html
1171,/boxscores/202012260SAC.html
1172,/boxscores/202012270LAC.html
1173,/boxscores/202012270NOP.html
1174,/boxscores/202012270WAS.html
1175,/boxscores/202012270CHO.html
1176,/boxscores/202012270CLE.html
1177,/boxscores/202012270NYK.html
1178,/boxscores/202012270IND.html
1179,/boxscores/202012270CHI.html
1180,/boxscores/202012270SAC.html
1181,/boxscores/202012270LAL.html
1182,/boxscores/202012280BRK.html
1183,/boxscores/202012280ATL.html
1184,/boxscores/202012280OKC.html
1185,/boxscores/202012280DEN.html
1186,/boxscores/202012280LAL.html
1187,/boxscores/202012290CLE.html
1188,/boxscores/202012290DET.html
1189,/boxscores/202012290IND.html
1190,/boxscores/202012290WAS.html
1191,/boxscores/202012290PHI.html
1192,/boxscores/202012290MIA.html
1193,/boxscores/202012290OKC.html
1194,/boxscores/202012290PHO.html
1195,/boxscores/202012290SAC.html
1196,/boxscores/202012290LAC.html
1197,/boxscores/202012300MIA.html
1198,/boxscores/202012300BRK.html
1199,/boxscores/202012300BOS.html
1200,/boxscores/202012300DAL.html
1201,/boxscores/202012300SAS.html
1202,/boxscores/202012300LAC.html
1203,/boxscores/202012310IND.html
1204,/boxscores/202012310WAS.html
1205,/boxscores/202012310ORL.html
1206,/boxscores/202012310HOU.html
1207,/boxscores/202012310TOR.html
1208,/boxscores/202012310OKC.html
1209,/boxscores/202012310UTA.html
1210,/boxscores/202101010CHO.html
1211,/boxscores/202101010DAL.html
1212,/boxscores/202101010DET.html
1213,/boxscores/202101010BRK.html
1214,/boxscores/202101010MIL.html
1215,/boxscores/202101010MIN.html
1216,/boxscores/202101010SAS.html
1217,/boxscores/202101010DEN.html
1218,/boxscores/202101010UTA.html
1219,/boxscores/202101010GSW.html
1220,/boxscores/202101020HOU.html
1221,/boxscores/202101020IND.html
1222,/boxscores/202101020ORL.html
1223,/boxscores/202101020PHI.html
1224,/boxscores/202101020ATL.html
1225,/boxscores/202101020NOP.html
1226,/boxscores/202101030DET.html
1227,/boxscores/202101030BRK.html
1228,/boxscores/202101030MEM.html
1229,/boxscores/202101030MIN.html
1230,/boxscores/202101030SAS.html
1231,/boxscores/202101030CHI.html
1232,/boxscores/202101030PHO.html
1233,/boxscores/202101030GSW.html
1234,/boxscores/202101040ORL.html
1235,/boxscores/202101040PHI.html
1236,/boxscores/202101040ATL.html
1237,/boxscores/202101040MIA.html
1238,/boxscores/202101040TOR.html
1239,/boxscores/202101040HOU.html
1240,/boxscores/202101040MIL.html
1241,/boxscores/202101040NOP.html
1242,/boxscores/202101040GSW.html
1243,/boxscores/202101050BRK.html
1244,/boxscores/202101050MEM.html
1245,/boxscores/202101050DEN.html
1246,/boxscores/202101050LAC.html
1247,/boxscores/202101050POR.html
1248,/boxscores/202101060IND.html
1249,/boxscores/202101060ORL.html
1250,/boxscores/202101060PHI.html
1251,/boxscores/202101060ATL.html
1252,/boxscores/202101060MIA.html
1253,/boxscores/202101060NYK.html
1254,/boxscores/202101060MIL.html
1255,/boxscores/202101060NOP.html
1256,/boxscores/202101060PHO.html
1257,/boxscores/202101060GSW.html
1258,/boxscores/202101060SAC.html
1259,/boxscores/202101070BRK.html
1260,/boxscores/202101070MEM.html
1261,/boxscores/202101070DEN.html
1262,/boxscores/202101070LAL.html
1263,/boxscores/202101070POR.html
1264,/boxscores/202101080DET.html
1265,/boxscores/202101080BOS.html
1266,/boxscores/202101080NOP.html
1267,/boxscores/202101080NYK.html
1268,/boxscores/202101080HOU.html
1269,/boxscores/202101080MEM.html
1270,/boxscores/202101080MIL.html
1271,/boxscores/202101080GSW.html
1272,/boxscores/202101080LAL.html
1273,/boxscores/202101080SAC.html
1274,/boxscores/202101090PHI.html
1275,/boxscores/202101090CHO.html
1276,/boxscores/202101090IND.html
1277,/boxscores/202101090WAS.html
1278,/boxscores/202101090MIL.html
1279,/boxscores/202101090MIN.html
1280,/boxscores/202101090DAL.html
1281,/boxscores/202101090SAC.html
1282,/boxscores/202101100DET.html
1283,/boxscores/202101100LAC.html
1284,/boxscores/202101100BRK.html
1285,/boxscores/202101100NYK.html
1286,/boxscores/202101100HOU.html
1287,/boxscores/202101100MIN.html
1288,/boxscores/202101100GSW.html
1289,/boxscores/202101110CHO.html
1290,/boxscores/202101110CLE.html
1291,/boxscores/202101110ORL.html
1292,/boxscores/202101110WAS.html
1293,/boxscores/202101110ATL.html
1294,/boxscores/202101110POR.html
1295,/boxscores/202101110SAC.html
1296,/boxscores/202101120PHI.html
1297,/boxscores/202101120BRK.html
1298,/boxscores/202101120CLE.html
1299,/boxscores/202101120HOU.html
1300,/boxscores/202101120OKC.html
1301,/boxscores/202101120GSW.html
1302,/boxscores/202101130CHO.html
1303,/boxscores/202101130DET.html
1304,/boxscores/202101130NYK.html
1305,/boxscores/202101130MIN.html
1306,/boxscores/202101130OKC.html
1307,/boxscores/202101130LAC.html
1308,/boxscores/202101130SAC.html
1309,/boxscores/202101140PHI.html
1310,/boxscores/202101140SAS.html
1311,/boxscores/202101140TOR.html
1312,/boxscores/202101140DEN.html
1313,/boxscores/202101140POR.html
1314,/boxscores/202101150BOS.html
1315,/boxscores/202101150CLE.html
1316,/boxscores/202101150MIL.html
1317,/boxscores/202101150OKC.html
1318,/boxscores/202101150UTA.html
1319,/boxscores/202101150LAL.html
1320,/boxscores/202101150SAC.html
1321,/boxscores/202101160SAS.html
1322,/boxscores/202101160BRK.html
1323,/boxscores/202101160TOR.html
1324,/boxscores/202101160MEM.html
1325,/boxscores/202101160MIA.html
1326,/boxscores/202101160POR.html
1327,/boxscores/202101170BOS.html
1328,/boxscores/202101170DAL.html
1329,/boxscores/202101170DEN.html
1330,/boxscores/202101170SAC.html
1331,/boxscores/202101170LAC.html
1332,/boxscores/202101180NYK.html
1333,/boxscores/202101180ATL.html
1334,/boxscores/202101180POR.html
1335,/boxscores/202101180MEM.html
1336,/boxscores/202101180BRK.html
1337,/boxscores/202101180TOR.html
1338,/boxscores/202101180CHI.html
1339,/boxscores/202101180MIA.html
1340,/boxscores/202101180LAL.html
1341,/boxscores/202101190DEN.html
1342,/boxscores/202101190UTA.html
1343,/boxscores/202101200CLE.html
1344,/boxscores/202101200IND.html
1345,/boxscores/202101200PHI.html
1346,/boxscores/202101200ATL.html
1347,/boxscores/202101200TOR.html
1348,/boxscores/202101200MIN.html
1349,/boxscores/202101200HOU.html
1350,/boxscores/202101200GSW.html
1351,/boxscores/202101200LAC.html
1352,/boxscores/202101210MIL.html
1353,/boxscores/202101210GSW.html
1354,/boxscores/202101210UTA.html
1355,/boxscores/202101220CHO.html
1356,/boxscores/202101220DET.html
1357,/boxscores/202101220IND.html
1358,/boxscores/202101220CLE.html
1359,/boxscores/202101220PHI.html
1360,/boxscores/202101220TOR.html
1361,/boxscores/202101220MIN.html
1362,/boxscores/202101220SAS.html
1363,/boxscores/202101220LAC.html
1364,/boxscores/202101220PHO.html
1365,/boxscores/202101220SAC.html
1366,/boxscores/202101230BRK.html
1367,/boxscores/202101230DET.html
1368,/boxscores/202101230MIN.html
1369,/boxscores/202101230CHI.html
1370,/boxscores/202101230DAL.html
1371,/boxscores/202101230PHO.html
1372,/boxscores/202101230UTA.html
1373,/boxscores/202101240IND.html
1374,/boxscores/202101240LAC.html
1375,/boxscores/202101240BOS.html
1376,/boxscores/202101240ORL.html
1377,/boxscores/202101240MIL.html
1378,/boxscores/202101240SAS.html
1379,/boxscores/202101240POR.html
1380,/boxscores/202101250DET.html
1381,/boxscores/202101250IND.html
1382,/boxscores/202101250ORL.html
1383,/boxscores/202101250BRK.html
1384,/boxscores/202101250CLE.html
1385,/boxscores/202101250DAL.html
1386,/boxscores/202101250CHI.html
1387,/boxscores/202101250GSW.html
1388,/boxscores/202101250POR.html
1389,/boxscores/202101260ATL.html
1390,/boxscores/202101260HOU.html
1391,/boxscores/202101260UTA.html
1392,/boxscores/202101270CHO.html
1393,/boxscores/202101270CLE.html
1394,/boxscores/202101270ORL.html
1395,/boxscores/202101270ATL.html
1396,/boxscores/202101270MIA.html
1397,/boxscores/202101270PHI.html
1398,/boxscores/202101270TOR.html
1399,/boxscores/202101270SAS.html
1400,/boxscores/202101270NOP.html
1401,/boxscores/202101270PHO.html
1402,/boxscores/202101270UTA.html
1403,/boxscores/202101270GSW.html
1404,/boxscores/202101280HOU.html
1405,/boxscores/202101280DET.html
1406,/boxscores/202101280MIA.html
1407,/boxscores/202101280PHO.html
1408,/boxscores/202101290CHO.html
1409,/boxscores/202101290WAS.html
1410,/boxscores/202101290NOP.html
1411,/boxscores/202101290NYK.html
1412,/boxscores/202101290TOR.html
1413,/boxscores/202101290MIN.html
1414,/boxscores/202101290OKC.html
1415,/boxscores/202101290ORL.html
1416,/boxscores/202101290SAS.html
1417,/boxscores/202101290UTA.html
1418,/boxscores/202101300CHI.html
1419,/boxscores/202101300CHO.html
1420,/boxscores/202101300MIA.html
1421,/boxscores/202101300NOP.html
1422,/boxscores/202101300BOS.html
1423,/boxscores/202101300SAS.html
1424,/boxscores/202101300DAL.html
1425,/boxscores/202101300GSW.html
1426,/boxscores/202101310NYK.html
1427,/boxscores/202101310DEN.html
1428,/boxscores/202101310IND.html
1429,/boxscores/202101310TOR.html
1430,/boxscores/202101310WAS.html
1431,/boxscores/202101310MIN.html
1432,/boxscores/202102010ATL.html
1433,/boxscores/202102010MIA.html
1434,/boxscores/202102010CHI.html
1435,/boxscores/202102010CLE.html
1436,/boxscores/202102010MIL.html
1437,/boxscores/202102010NOP.html
1438,/boxscores/202102010OKC.html
1439,/boxscores/202102010DAL.html
1440,/boxscores/202102010SAS.html
1441,/boxscores/202102020ORL.html
1442,/boxscores/202102020BRK.html
1443,/boxscores/202102020IND.html
1444,/boxscores/202102020WAS.html
1445,/boxscores/202102020GSW.html
1446,/boxscores/202102020UTA.html
1447,/boxscores/202102030CHO.html
1448,/boxscores/202102030MIL.html
1449,/boxscores/202102030ATL.html
1450,/boxscores/202102030CHI.html
1451,/boxscores/202102030CLE.html
1452,/boxscores/202102030MIA.html
1453,/boxscores/202102030OKC.html
1454,/boxscores/202102030SAS.html
1455,/boxscores/202102030NOP.html
1456,/boxscores/202102030SAC.html
1457,/boxscores/202102040ATL.html
1458,/boxscores/202102040DAL.html
1459,/boxscores/202102040PHI.html
1460,/boxscores/202102040MEM.html
1461,/boxscores/202102040LAL.html
1462,/boxscores/202102050IND.html
1463,/boxscores/202102050ORL.html
1464,/boxscores/202102050BRK.html
1465,/boxscores/202102050CLE.html
1466,/boxscores/202102050CHO.html
1467,/boxscores/202102050MIA.html
1468,/boxscores/202102050OKC.html
1469,/boxscores/202102050PHO.html
1470,/boxscores/202102050LAC.html
1471,/boxscores/202102060NYK.html
1472,/boxscores/202102060SAC.html
1473,/boxscores/202102060ORL.html
1474,/boxscores/202102060ATL.html
1475,/boxscores/202102060CLE.html
1476,/boxscores/202102060HOU.html
1477,/boxscores/202102060OKC.html
1478,/boxscores/202102060PHI.html
1479,/boxscores/202102060DAL.html
1480,/boxscores/202102060NOP.html
1481,/boxscores/202102060LAL.html
1482,/boxscores/202102070CHO.html
1483,/boxscores/202102070IND.html
1484,/boxscores/202102070NYK.html
1485,/boxscores/202102070PHO.html
1486,/boxscores/202102070LAC.html
1487,/boxscores/202102080CHO.html
1488,/boxscores/202102080CHI.html
1489,/boxscores/202102080MEM.html
1490,/boxscores/202102080DAL.html
1491,/boxscores/202102080SAS.html
1492,/boxscores/202102080PHO.html
1493,/boxscores/202102080DEN.html
1494,/boxscores/202102080LAL.html
1495,/boxscores/202102090DET.html
1496,/boxscores/202102090MIA.html
1497,/boxscores/202102090NOP.html
1498,/boxscores/202102090SAS.html
1499,/boxscores/202102090POR.html
1500,/boxscores/202102090SAC.html
1501,/boxscores/202102090UTA.html
1502,/boxscores/202102100WAS.html
1503,/boxscores/202102100DAL.html
1504,/boxscores/202102100BRK.html
1505,/boxscores/202102100MEM.html
1506,/boxscores/202102100MIN.html
1507,/boxscores/202102100CHI.html
1508,/boxscores/202102100DEN.html
1509,/boxscores/202102100LAL.html
1510,/boxscores/202102100PHO.html
1511,/boxscores/202102110BOS.html
1512,/boxscores/202102110HOU.html
1513,/boxscores/202102110DET.html
1514,/boxscores/202102110GSW.html
1515,/boxscores/202102110POR.html
1516,/boxscores/202102120CHO.html
1517,/boxscores/202102120WAS.html
1518,/boxscores/202102120ATL.html
1519,/boxscores/202102120DAL.html
1520,/boxscores/202102120BOS.html
1521,/boxscores/202102120CHI.html
1522,/boxscores/202102120DEN.html
1523,/boxscores/202102120UTA.html
1524,/boxscores/202102120LAL.html
1525,/boxscores/202102120POR.html
1526,/boxscores/202102120SAC.html
1527,/boxscores/202102130PHO.html
1528,/boxscores/202102130ATL.html
1529,/boxscores/202102130NYK.html
1530,/boxscores/202102130GSW.html
1531,/boxscores/202102130UTA.html
1532,/boxscores/202102140WAS.html
1533,/boxscores/202102140CHO.html
1534,/boxscores/202102140DET.html
1535,/boxscores/202102140TOR.html
1536,/boxscores/202102140DAL.html
1537,/boxscores/202102140OKC.html
1538,/boxscores/202102140PHO.html
1539,/boxscores/202102140DEN.html
1540,/boxscores/202102140LAC.html
1541,/boxscores/202102140SAC.html
1542,/boxscores/202102150IND.html
1543,/boxscores/202102150WAS.html
1544,/boxscores/202102150NYK.html
1545,/boxscores/202102150UTA.html
1546,/boxscores/202102150GSW.html
1547,/boxscores/202102150LAC.html
1548,/boxscores/202102150SAC.html
1549,/boxscores/202102160BOS.html
1550,/boxscores/202102160MEM.html
1551,/boxscores/202102160MIL.html
1552,/boxscores/202102160MIN.html
1553,/boxscores/202102160OKC.html
1554,/boxscores/202102160PHO.html
1555,/boxscores/202102170ORL.html
1556,/boxscores/202102170BOS.html
1557,/boxscores/202102170PHI.html
1558,/boxscores/202102170CHI.html
1559,/boxscores/202102170MIN.html
1560,/boxscores/202102170WAS.html
1561,/boxscores/202102170MEM.html
1562,/boxscores/202102170NOP.html
1563,/boxscores/202102170GSW.html
1564,/boxscores/202102170LAC.html
1565,/boxscores/202102180MIL.html
1566,/boxscores/202102180LAL.html
1567,/boxscores/202102180SAC.html
1568,/boxscores/202102190CLE.html
1569,/boxscores/202102190ORL.html
1570,/boxscores/202102190BOS.html
1571,/boxscores/202102190PHI.html
1572,/boxscores/202102190MEM.html
1573,/boxscores/202102190MIL.html
1574,/boxscores/202102190NOP.html
1575,/boxscores/202102190MIN.html
1576,/boxscores/202102190LAC.html
1577,/boxscores/202102200CHO.html
1578,/boxscores/202102200LAL.html
1579,/boxscores/202102200CHI.html
1580,/boxscores/202102200MEM.html
1581,/boxscores/202102200POR.html
1582,/boxscores/202102210NOP.html
1583,/boxscores/202102210CLE.html
1584,/boxscores/202102210NYK.html
1585,/boxscores/202102210ORL.html
1586,/boxscores/202102210TOR.html
1587,/boxscores/202102210ATL.html
1588,/boxscores/202102210LAC.html
1589,/boxscores/202102210MIL.html
1590,/boxscores/202102220HOU.html
1591,/boxscores/202102220DAL.html
1592,/boxscores/202102220OKC.html
1593,/boxscores/202102220PHO.html
1594,/boxscores/202102220UTA.html
1595,/boxscores/202102220LAL.html
1596,/boxscores/202102230CLE.html
1597,/boxscores/202102230ORL.html
1598,/boxscores/202102230BRK.html
1599,/boxscores/202102230DAL.html
1600,/boxscores/202102230NYK.html
1601,/boxscores/202102230TOR.html
1602,/boxscores/202102230MIL.html
1603,/boxscores/202102230DEN.html
1604,/boxscores/202102230LAC.html
1605,/boxscores/202102240ATL.html
1606,/boxscores/202102240CLE.html
1607,/boxscores/202102240IND.html
1608,/boxscores/202102240CHI.html
1609,/boxscores/202102240MIA.html
1610,/boxscores/202102240NOP.html
1611,/boxscores/202102240OKC.html
1612,/boxscores/202102240PHO.html
1613,/boxscores/202102240UTA.html
1614,/boxscores/202102250PHI.html
1615,/boxscores/202102250BRK.html
1616,/boxscores/202102250NYK.html
1617,/boxscores/202102250MEM.html
1618,/boxscores/202102250DEN.html
