Starters,Alex Len,Allen Crabbe,Bogdan Bogdanović,Brandon Goodwin,Bruno Fernando,Cam Reddish,Cameron Oliver,Cat Barber,Chandler Parsons,Charlie Brown Jr.,Chaundee Brown Jr.,Chris Clemons,Clint Capela,Damian Jones,Danilo Gallinari,De'Andre Hunter,DeAndre' Bembry,Delon Wright,Dewayne Dedmon,Evan Turner,Gorgui Dieng,Jabari Parker,Jalen Johnson,Jeff Teague,John Collins,Justin Tillman,Kevin Huerter,Kevin Knox,Kris Dunn,Lance Stephenson,Lou Williams,Malcolm Hill,Malik Ellison,Nathan Knight,Onyeka Okongwu,Paul Watson,Rajon Rondo,Sharife Cooper,Skylar Mays,Solomon Hill,Timothé Luwawu-Cabarrot,Tony Snell,Trae Young,Treveon Graham,Tyrone Wallace,Vince Carter,Wes Iwundu
Onyeka Okongwu,-0.03734714861036332,-0.04516805335036372,0.08276174136342175,-0.036586726182568405,-0.03654021230718989,-0.040246658315302324,-0.02146119557522158,,-0.023688358930249842,-0.03697015256847457,-0.023649124709550537,,0.1934279317586902,-0.03646933048552437,0.050348239174750356,-0.045834780108362776,-0.03704456230212293,-0.034669577651251594,-0.04394954977133972,-0.03305025062763035,-0.036885248321738194,-0.045940061397970355,-0.03223944500392146,-0.04381400393186025,-0.04759722586202634,,0.13359286312196578,-0.03327942812257475,-0.021555126026730452,-0.037128890325282,-0.04179413909941836,-0.019106365305045468,,-0.03205124604783222,1.0,,-0.033729070352820134,-0.02604852992843595,-0.03608771910098763,-0.030040472122937274,-0.03039923387427274,-0.030171336715405832,-0.04666024372612066,-0.019338400565318103,-0.03220379164167059,-0.031286028093665444,-0.023144031940157617
Paul Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajon Rondo,-0.02987474225035564,-0.03613084270154956,-0.038678529864953154,-0.02926646491521638,-0.029229257522156885,-0.032194118917934035,-0.01716724596255546,,-0.018948799137472924,-0.02957317546413778,-0.01891741488795461,,-0.03692122802114114,-0.029172557714238878,-0.035683693895739485,0.15288760914219282,-0.029632697320460824,-0.02773289889050402,-0.03515613695535559,-0.02643756633501415,-0.029505258833776707,-0.036748387609142494,-0.025788986458779112,-0.03504771108703017,-0.03807398710126498,,-0.038184004008873146,-0.026620890065092655,-0.017242382837329037,-0.029700153017886158,-0.033431980208100044,-0.015283569430812811,,-0.02563844229371822,-0.033729070352820134,,1.0,-0.020836747825957503,-0.028867299021754042,-0.024029983416263164,-0.024316964223345693,-0.024134664660084033,-0.037324476071777676,-0.015469179145384596,-0.02576046661061837,-0.02502632891969393,-0.018513380929283264
Sharife Cooper,-0.02307188159864694,-0.027903388015324698,-0.029870934248589345,-0.02260211678736035,-0.022573381993263388,-0.024863106554115638,-0.013258044635287649,,-0.014633915381516423,-0.022838985424099296,-0.01460967772674835,,-0.02851379249540712,-0.022529593456311753,-0.027558060707789357,-0.02831527061926017,-0.02288495339296444,-0.02141776334760973,-0.027150635225652,-0.02041739457118024,-0.0227865342785417,-0.02838031005436462,-0.01991650462252865,-0.02706689931337966,-0.029404053599101372,,-0.029489018250676048,-0.020558973144784252,-0.013316071883320147,-0.022937048565907125,-0.02581909100689928,-0.011803305325863179,,-0.019800241288018678,-0.02604852992843595,,-0.020836747825957503,1.0,-0.022293846069741947,-0.018558049055331094,-0.018779680664621823,-0.018638893041960165,-0.02882521581083542,-0.011946649336073268,-0.019894479108317986,-0.019327513952931172,-0.014297647464589796
Skylar Mays,-0.031963860707328935,-0.038657445599785664,0.18013902979022195,0.06446803792378464,-0.031273237713230685,-0.03444542965641074,-0.018367738676274115,,-0.020273874536746145,-0.031641205580538324,-0.020240295610052764,,-0.0395031019756241,-0.031212572930008963,-0.03817902801128942,-0.039228069114979947,-0.03170488975590657,-0.02967223983785015,-0.0376145794073048,-0.02828632564229408,-0.03156853959084109,-0.039318174962449465,-0.02759239105876451,-0.037498571398827896,-0.040736472638955926,,-0.04085418294690664,-0.02848246906416768,0.19701024194618857,-0.03177706257997143,0.24407664853012645,-0.01635233804875674,,0.07325775900832462,-0.03608771910098763,,-0.028867299021754042,-0.022293846069741947,1.0,-0.025710382244643996,-0.026017431405650687,0.011037803258470369,-0.039934548861861076,-0.0165509273123153,-0.027561876838880575,-0.02677640144645505,-0.01980800785781793
Solomon Hill,-0.026607651867188418,-0.03217958756646786,0.04154717252506839,-0.026065895508708265,-0.02603275710191911,-0.028673382389736116,-0.015289842511850761,,-0.016876565713137108,-0.0263390643093394,-0.016848613633139255,,-0.032883536649890605,-0.025982257963303074,-0.03178133878299317,0.08398638798382979,-0.026392076878226565,-0.024700039677754294,-0.03131147526777957,-0.023546364194970876,-0.026278575015691415,-0.03272959799922371,-0.022968712765870397,-0.031214906810933158,-0.033910230438029015,,-0.03400821593871085,-0.023709639712063045,-0.015356762446744594,-0.02645215564638832,-0.02977587164278446,-0.013612164124971793,,-0.02283463205310612,-0.030040472122937274,,-0.024029983416263164,-0.018558049055331094,-0.025710382244643996,1.0,-0.02165767031894495,-0.021495306966178355,0.26078420871884356,-0.013777475632167652,-0.022943311837393537,-0.02228945916348577,-0.0164887646736149
Timothé Luwawu-Cabarrot,-0.026925416772604422,-0.032563895947020374,-0.03486006767985063,-0.02637719042726221,-0.026343656261284976,-0.029015817516612797,-0.01547244319318314,,-0.017078116016574232,-0.026653621577330543,-0.017049830115685272,,-0.03327625202235009,-0.026292554030968644,-0.03216089103220252,-0.03304457242435626,-0.026707267254844624,-0.024995022707867205,-0.031685416118575595,-0.023827569324557374,0.13840140598416711,-0.03312047494185815,0.01948657167569464,-0.03158769438196183,-0.03431520721769979,,-0.03441436292135601,0.007347075912899595,-0.015540162327002475,-0.026768063520520892,-0.030131473372823465,-0.01377472894156173,,-0.0231073372407259,-0.03039923387427274,,-0.024316964223345693,-0.018779680664621823,-0.026017431405650687,-0.02165767031894495,1.0,-0.02175201711178191,-0.03363969019815562,-0.013942014700213935,-0.023217314945684717,-0.022555653561932218,-0.016685683619078052
Tony Snell,-0.026723562146623945,-0.03231977073654119,0.12568774467940055,0.24608679002966025,-0.02614616298099564,-0.028798291561794805,-0.015356449288236745,,-0.016950084693973362,-0.026453804547200494,-0.01692201084699588,,0.1469780302453013,-0.026095443854186082,0.3633006876265306,-0.03279684367557833,-0.026507048053477554,-0.02480763987169128,-0.03144787670094407,-0.023648938659908747,-0.026393051745484796,-0.0328721771666316,-0.023068770821660343,-0.03135088756523156,-0.034057952766380815,,0.08490655918522352,-0.023812925450243126,0.08665293036650638,-0.026567388541344605,-0.029905583562490085,-0.0136714624710011,,-0.02293410601628388,-0.030171336715405832,,-0.024134664660084033,-0.018638893041960165,0.011037803258470369,-0.021495306966178355,-0.02175201711178191,1.0,-0.03338749996688105,-0.013837494120774318,-0.0230432592397244,-0.022386558203002768,-0.01656059428602885
Trae Young,0.1344133066086402,-0.04998281627241681,-0.053507244984469314,-0.04048674842387932,0.08183629652994209,0.05617346111717804,0.18115482455254336,,-0.0262134585039894,-0.040911046775904535,0.1349996335954252,,0.2053744550890024,-0.040356838739461276,-0.04936423793501536,0.31452628374646924,0.2204831307309816,-0.03836523829227277,0.26251665502574223,-0.03657329644171767,-0.040817092021369177,0.11278306097550883,-0.03567606165924601,0.06625483022364492,0.40125075780457503,,0.12555049975971758,-0.03682690348859938,-0.02385283013119225,0.10715589647192328,0.07729820814934675,-0.021143039733592474,,-0.03546780132595463,-0.04666024372612066,,-0.037324476071777676,-0.02882521581083542,-0.039934548861861076,0.26078420871884356,-0.03363969019815562,-0.03338749996688105,1.0,-0.02139980917399691,0.05865422981580876,0.08315514506865086,0.25160683327701655
Treveon Graham,-0.017128540051051404,-0.020715445211393006,-0.022176149415975333,-0.016779787161076077,-0.016758454480885056,-0.018458343528891193,-0.009842758058686882,,-0.010864203018912045,-0.016955638181890036,-0.010846209010115522,,-0.02116860884001729,-0.016725945918211235,-0.020459074590186817,0.2739635535783594,-0.01698976475246929,-0.015900524442921414,0.14968143597712374,-0.015157851740669893,-0.01691669850791653,-0.02106951161954429,-0.014785991582235718,0.009719591761386174,-0.021829537724613098,,-0.021892615390437544,-0.015262959521237287,-0.009885837425132462,-0.01702844015275687,-0.019168065357068734,-0.008762761162084524,,-0.014699677807907935,-0.019338400565318103,,-0.015469179145384596,-0.011946649336073268,-0.0165509273123153,-0.013777475632167652,-0.013942014700213935,-0.013837494120774318,-0.02139980917399691,1.0,-0.014769639864206572,-0.014348725543453341,-0.010614558079537057
Tyrone Wallace,-0.028523761986776034,0.08215175847482824,-0.03692942923560112,-0.027942991857144023,0.09436858298310549,-0.03073825299290012,-0.016390917575148108,,0.22494270124815785,-0.028235832499013066,-0.01806194125951621,,-0.0352515951939963,-0.027853331279419854,-0.034070024201762895,0.05629339924174382,0.576541593007748,-0.026478775968239353,-0.03356632417061697,-0.02524202027686338,-0.028170987159658226,0.23601683053607014,-0.024622770146967517,-0.03346280148126928,-0.036352224794546424,,-0.03645726657401479,-0.02541705383529439,-0.01646265664872777,-0.028357067938985417,-0.031920136355020765,-0.014592423696900041,,-0.024479033812886044,-0.03220379164167059,,-0.02576046661061837,-0.019894479108317986,-0.027561876838880575,-0.022943311837393537,-0.023217314945684717,-0.0230432592397244,0.05865422981580876,-0.014769639864206572,1.0,0.030465616422582463,-0.01767617831719061
Vince Carter,-0.027710874197203906,0.003983201916827361,-0.03587699154819499,-0.027146655213495272,0.041421329281323326,-0.029862255270639963,-0.01592379908064874,,0.32516177099357024,-0.027431150301850796,-0.017547200899789592,,-0.03424697345758498,-0.027059549838302593,-0.033099075605400374,0.034683938551795704,0.2181729897190365,-0.025724167453507817,0.15514783735185597,-0.024522657589827,-0.02736815296503497,-0.03408665211077805,-0.0239210552326729,0.1282698295130143,0.06550815658339403,,0.03580964713357054,-0.02469270293378336,-0.01599349368979294,-0.027548930699362015,-0.03101045659060186,-0.014176559791957496,,-0.02378141518543279,-0.031286028093665444,,-0.02502632891969393,-0.019327513952931172,-0.02677640144645505,-0.02228945916348577,-0.022555653561932218,-0.022386558203002768,0.08315514506865086,-0.014348725543453341,0.030465616422582463,1.0,-0.017172431668098356
Wes Iwundu,-0.020499289829623082,-0.02479206716231229,-0.026540225426579783,-0.020081905361990986,-0.020056374593298825,-0.022090787226799382,0.9373032133682084,,-0.013002184995846943,-0.02029236235550919,0.8609141390810803,,0.21675268493169475,-0.020017468624301513,-0.024485245001623614,-0.025158023481815436,-0.020333204742490806,0.00556832375579158,-0.024123248819968565,-0.018140786961430247,-0.020245759687665073,-0.025215810802925807,-0.01769574791308683,-0.024048849741268398,-0.026125403527083816,,-0.026200894336554856,-0.018266579051753024,-0.011831285444195545,0.653996397167138,0.28362399694892526,0.5202659375572821,,-0.017592448328244196,-0.023144031940157617,,-0.018513380929283264,-0.014297647464589796,-0.01980800785781793,-0.0164887646736149,-0.016685683619078052,-0.01656059428602885,0.25160683327701655,-0.010614558079537057,-0.01767617831719061,-0.017172431668098356,1.0
